"FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF","FG_opp","FGA_opp","FG._opp","X3P_opp","X3PA_opp","X3P._opp","FT_opp","FTA_opp","FT._opp","ORB_opp","TRB_opp","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp","y","home"
33,72,0.458,3,17,0.176,22,32,0.688,6,35,12,13,7,8,17,37,82,0.451,11,25,0.44,15,19,0.789,12,44,26,3,2,14,23,0,1
37,90,0.411,7,19,0.368,11,21,0.524,16,48,21,9,5,13,24,28,69,0.406,14,32,0.438,28,32,0.875,7,43,21,10,13,16,24,0,1
45,80,0.563,6,16,0.375,16,22,0.727,7,41,30,11,4,10,22,32,84,0.381,8,29,0.276,24,32,0.75,18,46,16,6,5,13,18,1,0
38,87,0.437,4,15,0.267,19,20,0.95,16,46,25,4,6,8,18,35,79,0.443,11,29,0.379,9,18,0.5,8,38,23,5,6,14,22,1,0
33,81,0.407,7,18,0.389,14,26,0.538,8,40,17,8,4,11,24,31,75,0.413,9,27,0.333,21,28,0.75,9,48,17,4,7,16,24,0,1
35,91,0.385,3,15,0.2,18,26,0.692,17,52,21,10,3,11,19,28,72,0.389,7,28,0.25,15,24,0.625,7,42,14,7,4,21,19,1,1
35,90,0.389,7,21,0.333,17,24,0.708,9,39,21,9,4,8,24,38,83,0.458,8,17,0.471,28,33,0.848,13,52,20,3,6,15,23,0,1
30,82,0.366,8,18,0.444,23,30,0.767,11,43,14,10,6,7,19,32,87,0.368,4,19,0.211,16,19,0.842,19,59,19,2,4,17,24,1,0
31,84,0.369,4,16,0.25,35,40,0.875,21,58,12,8,9,21,23,37,88,0.42,7,22,0.318,17,23,0.739,11,39,22,17,4,16,28,1,0
33,72,0.458,7,18,0.389,18,24,0.75,13,31,22,9,3,17,24,33,77,0.429,18,35,0.514,23,27,0.852,18,42,21,10,4,14,19,0,0
37,76,0.487,9,16,0.563,20,25,0.8,5,29,21,13,3,15,19,37,72,0.514,15,32,0.469,12,17,0.706,8,35,18,3,2,20,21,1,0
39,82,0.476,5,10,0.5,20,26,0.769,13,44,24,2,5,8,19,35,77,0.455,5,20,0.25,20,24,0.833,6,36,20,4,6,8,20,1,0
35,75,0.467,8,19,0.421,23,30,0.767,11,40,27,9,3,10,25,36,74,0.486,6,19,0.316,21,23,0.913,6,34,19,8,5,15,22,1,0
36,72,0.5,6,21,0.286,24,29,0.828,4,37,21,7,6,12,23,36,80,0.45,9,30,0.3,20,26,0.769,10,40,26,6,1,10,25,1,1
37,79,0.468,9,19,0.474,18,22,0.818,10,34,22,9,3,13,23,34,68,0.5,5,17,0.294,33,36,0.917,8,38,26,7,5,15,21,0,1
43,100,0.43,6,18,0.333,16,25,0.64,18,54,25,12,5,10,16,40,86,0.465,10,28,0.357,12,14,0.857,8,46,24,2,6,19,22,1,0
38,80,0.475,10,28,0.357,17,20,0.85,9,37,28,7,5,11,23,29,79,0.367,1,16,0.063,24,27,0.889,16,46,17,8,3,14,16,1,0
41,79,0.519,8,18,0.444,31,37,0.838,2,32,23,15,9,13,26,38,92,0.413,9,24,0.375,32,38,0.842,18,51,16,10,3,19,27,1,0
43,71,0.606,9,16,0.563,15,18,0.833,3,40,27,4,5,14,21,36,88,0.409,10,26,0.385,13,21,0.619,14,37,19,8,4,9,14,1,1
33,76,0.434,4,18,0.222,21,24,0.875,4,37,17,8,5,9,18,30,80,0.375,10,29,0.345,15,17,0.882,14,47,15,2,6,14,23,1,1
44,88,0.5,9,23,0.391,13,23,0.565,7,51,27,3,4,11,24,38,88,0.432,15,38,0.395,23,33,0.697,9,42,26,6,1,5,21,0,0
43,86,0.5,7,19,0.368,13,19,0.684,5,39,18,5,3,15,24,44,89,0.494,10,29,0.345,14,20,0.7,8,37,22,9,6,13,23,0,0
45,86,0.523,9,20,0.45,10,12,0.833,10,35,26,15,2,10,18,33,71,0.465,11,22,0.5,13,19,0.684,8,35,25,4,2,20,12,1,1
40,82,0.488,7,21,0.333,22,28,0.786,11,42,17,13,5,14,24,31,75,0.413,11,26,0.423,31,31,1,11,42,25,7,6,20,25,1,0
28,76,0.368,3,20,0.15,26,32,0.813,10,44,13,6,3,13,25,33,81,0.407,7,28,0.25,25,31,0.806,9,47,12,4,2,12,22,0,1
48,85,0.565,13,27,0.481,19,29,0.655,9,46,26,6,4,9,20,39,88,0.443,17,39,0.436,24,33,0.727,15,45,16,5,3,7,21,1,0
43,85,0.506,13,32,0.406,13,15,0.867,10,47,24,6,7,13,26,32,78,0.41,5,23,0.217,26,39,0.667,11,38,14,9,3,7,14,1,1
32,80,0.4,6,20,0.3,36,42,0.857,7,34,15,11,4,8,26,37,80,0.463,12,32,0.375,25,35,0.714,16,56,19,4,3,18,28,0,1
36,75,0.48,3,20,0.15,28,36,0.778,4,27,27,7,4,8,16,40,75,0.533,8,25,0.32,8,10,0.8,8,40,27,3,4,19,26,1,1
35,79,0.443,5,18,0.278,29,33,0.879,14,37,20,13,4,19,23,39,82,0.476,9,26,0.346,11,20,0.55,16,44,31,7,3,24,29,1,0
37,81,0.457,4,18,0.222,16,19,0.842,9,42,14,8,5,11,22,32,75,0.427,5,19,0.263,19,29,0.655,12,45,21,6,5,17,18,1,0
32,80,0.4,10,22,0.455,26,33,0.788,12,38,17,6,3,10,27,37,71,0.521,12,28,0.429,23,30,0.767,10,47,24,3,3,15,23,0,0
41,86,0.477,6,20,0.3,18,22,0.818,9,35,23,16,8,16,26,36,80,0.45,7,29,0.241,24,29,0.828,13,49,23,9,7,25,22,1,1
32,84,0.381,7,26,0.269,25,31,0.806,16,48,20,8,7,19,22,41,87,0.471,15,32,0.469,19,24,0.792,7,38,26,9,7,13,27,0,1
47,96,0.49,6,14,0.429,21,32,0.656,10,50,27,14,7,10,26,42,96,0.438,7,24,0.292,23,34,0.676,15,58,23,6,6,17,27,1,0
33,95,0.347,6,23,0.261,11,14,0.786,20,58,15,10,5,16,14,36,84,0.429,11,34,0.324,12,17,0.706,8,47,27,9,12,11,14,0,1
30,101,0.297,4,17,0.235,17,28,0.607,28,58,14,7,0,19,25,46,85,0.541,16,33,0.485,22,34,0.647,8,53,29,13,14,13,22,0,1
44,100,0.44,4,20,0.2,16,21,0.762,27,51,22,3,8,10,21,40,71,0.563,10,21,0.476,24,31,0.774,7,33,31,5,8,13,20,0,0
34,92,0.37,3,13,0.231,15,17,0.882,18,47,16,8,3,15,19,37,75,0.493,5,19,0.263,17,25,0.68,9,44,21,7,17,12,15,0,1
40,82,0.488,4,15,0.267,29,36,0.806,18,44,23,9,5,13,28,31,66,0.47,12,30,0.4,28,39,0.718,4,30,18,8,8,14,27,1,0
39,90,0.433,8,20,0.4,17,19,0.895,10,45,18,10,4,13,27,30,76,0.395,11,28,0.393,26,34,0.765,9,45,22,8,10,17,18,1,1
40,80,0.5,4,15,0.267,16,23,0.696,13,33,23,13,2,20,26,39,77,0.506,6,19,0.316,23,24,0.958,11,40,21,10,4,20,23,0,1
44,83,0.53,7,18,0.389,9,13,0.692,8,31,23,11,4,10,19,44,77,0.571,7,18,0.389,15,18,0.833,8,37,25,7,5,14,12,0,1
33,83,0.398,6,19,0.316,15,24,0.625,13,39,19,8,4,14,22,37,72,0.514,5,15,0.333,22,30,0.733,10,43,23,9,7,14,21,0,0
41,95,0.432,6,19,0.316,17,27,0.63,20,46,18,5,4,10,19,38,78,0.487,13,29,0.448,20,24,0.833,11,42,24,4,7,14,29,0,0
37,91,0.407,7,19,0.368,14,17,0.824,18,42,16,13,7,14,25,30,71,0.423,12,28,0.429,27,29,0.931,11,41,16,8,12,18,19,0,0
41,89,0.461,8,21,0.381,17,26,0.654,12,46,22,4,4,14,21,43,90,0.478,10,26,0.385,23,29,0.793,13,43,27,10,3,10,21,0,1
39,87,0.448,7,19,0.368,23,26,0.885,12,42,18,13,1,11,15,34,77,0.442,11,29,0.379,13,19,0.684,13,42,22,6,11,20,20,1,0
35,87,0.402,7,22,0.318,16,22,0.727,15,42,17,9,1,15,33,30,60,0.5,12,31,0.387,31,39,0.795,6,38,18,7,6,17,17,0,1
37,96,0.385,7,21,0.333,18,20,0.9,17,54,19,8,4,6,16,39,87,0.448,10,36,0.278,12,13,0.923,7,48,20,3,7,11,14,0,0
35,86,0.407,5,20,0.25,9,14,0.643,13,38,16,5,1,16,18,41,75,0.547,12,25,0.48,16,21,0.762,8,41,29,11,7,9,19,0,1
42,98,0.429,8,24,0.333,12,16,0.75,13,40,25,12,1,13,18,46,87,0.529,20,47,0.426,13,16,0.813,12,51,35,7,7,17,14,0,1
30,86,0.349,9,18,0.5,28,31,0.903,18,47,17,7,4,18,27,42,93,0.452,9,23,0.391,29,35,0.829,19,49,24,11,7,11,28,0,0
42,82,0.512,7,24,0.292,22,28,0.786,6,32,33,9,2,16,32,35,68,0.515,12,21,0.571,36,44,0.818,8,37,25,7,5,21,20,0,0
29,69,0.42,5,19,0.263,24,24,1,7,33,21,6,8,18,21,41,90,0.456,11,25,0.44,13,20,0.65,18,46,22,12,3,13,19,0,1
38,73,0.521,9,23,0.391,18,26,0.692,8,36,24,6,7,14,23,36,79,0.456,6,19,0.316,18,22,0.818,10,35,21,3,4,18,23,1,1
35,86,0.407,8,23,0.348,13,17,0.765,8,36,24,6,4,10,19,34,81,0.42,6,28,0.214,13,15,0.867,12,51,23,4,9,18,23,1,0
35,81,0.432,3,14,0.214,26,29,0.897,13,41,21,6,5,12,24,33,81,0.407,4,24,0.167,22,28,0.786,14,43,20,3,5,15,22,1,1
37,82,0.451,8,20,0.4,12,16,0.75,10,41,27,9,6,15,16,34,82,0.415,3,9,0.333,15,19,0.789,17,52,18,11,3,18,18,1,0
30,73,0.411,6,17,0.353,17,23,0.739,9,41,14,10,2,17,18,38,86,0.442,7,30,0.233,16,19,0.842,14,45,21,11,6,12,18,0,0
42,79,0.532,10,22,0.455,8,9,0.889,8,33,26,8,4,16,23,39,79,0.494,8,24,0.333,17,24,0.708,14,36,27,10,6,14,12,0,1
43,102,0.422,6,16,0.375,16,22,0.727,15,51,20,6,9,12,25,37,91,0.407,14,38,0.368,17,27,0.63,14,54,21,6,8,20,24,1,0
31,72,0.431,10,21,0.476,14,24,0.583,6,34,22,5,3,19,27,37,70,0.529,12,22,0.545,29,41,0.707,6,42,25,8,3,12,19,0,1
38,73,0.521,3,8,0.375,21,26,0.808,6,22,22,8,2,11,29,40,71,0.563,11,24,0.458,24,30,0.8,13,43,29,3,2,17,24,0,1
34,79,0.43,5,17,0.294,13,19,0.684,13,43,19,9,5,23,19,47,91,0.516,15,30,0.5,14,23,0.609,11,42,28,15,5,14,13,0,1
43,83,0.518,9,13,0.692,14,17,0.824,12,45,30,12,4,12,23,31,91,0.341,6,28,0.214,20,24,0.833,22,48,19,7,3,17,18,1,0
42,88,0.477,13,31,0.419,21,27,0.778,10,37,30,7,7,11,22,44,77,0.571,10,23,0.435,31,37,0.838,7,42,23,9,7,8,19,0,0
31,74,0.419,8,26,0.308,20,22,0.909,6,38,20,8,2,21,20,43,82,0.524,12,27,0.444,16,22,0.727,8,41,30,9,5,18,18,0,1
33,82,0.402,8,28,0.286,8,14,0.571,13,46,25,9,2,14,24,27,70,0.386,15,31,0.484,18,22,0.818,7,43,20,6,6,13,16,0,1
35,77,0.455,6,18,0.333,16,22,0.727,8,38,25,10,12,13,19,28,75,0.373,6,19,0.316,12,16,0.75,10,43,19,6,4,22,20,1,0
26,78,0.333,3,14,0.214,15,18,0.833,6,44,17,7,6,16,20,37,90,0.411,7,21,0.333,14,20,0.7,11,54,25,11,9,11,12,0,1
39,87,0.448,4,18,0.222,13,14,0.929,9,51,21,6,6,14,33,34,82,0.415,7,23,0.304,27,39,0.692,8,46,18,8,4,9,11,0,1
44,89,0.494,2,4,0.5,16,24,0.667,13,49,25,5,6,13,22,32,76,0.421,6,25,0.24,21,28,0.75,6,37,22,4,4,15,24,1,0
30,73,0.411,4,13,0.308,26,33,0.788,10,45,22,8,7,16,19,33,85,0.388,8,33,0.242,14,18,0.778,15,46,21,10,7,17,25,1,0
42,90,0.467,2,10,0.2,9,12,0.75,7,40,26,7,1,11,29,38,81,0.469,12,28,0.429,21,36,0.583,12,51,27,7,8,14,16,0,0
33,80,0.413,4,11,0.364,13,16,0.813,10,40,19,9,4,15,19,34,70,0.486,7,20,0.35,15,23,0.652,7,39,16,9,8,16,23,0,1
44,90,0.489,6,14,0.429,14,18,0.778,8,44,31,12,4,16,24,36,89,0.404,6,27,0.222,17,25,0.68,15,49,23,9,8,16,20,1,0
40,85,0.471,4,13,0.308,11,20,0.55,12,38,23,7,7,11,20,41,89,0.461,10,27,0.37,21,25,0.84,18,52,26,7,3,14,18,0,1
38,88,0.432,5,16,0.313,9,11,0.818,15,41,21,9,6,11,21,36,75,0.48,11,21,0.524,20,24,0.833,10,40,25,7,4,14,10,0,1
42,91,0.462,4,18,0.222,24,28,0.857,14,41,25,6,7,16,29,42,87,0.483,9,26,0.346,28,37,0.757,15,46,31,7,4,15,22,0,1
41,79,0.519,5,16,0.313,14,24,0.583,6,37,25,8,6,13,23,33,74,0.446,8,18,0.444,21,24,0.875,6,39,18,8,2,20,22,1,1
51,85,0.6,5,12,0.417,6,8,0.75,5,34,34,14,12,16,22,37,81,0.457,7,20,0.35,19,29,0.655,13,41,24,12,7,22,14,1,0
34,81,0.42,6,14,0.429,16,18,0.889,9,38,25,3,5,13,17,42,81,0.519,13,29,0.448,14,19,0.737,9,44,31,7,10,8,17,0,0
38,79,0.481,4,14,0.286,13,15,0.867,9,52,14,4,5,17,22,38,84,0.452,10,22,0.455,17,26,0.654,6,34,25,9,2,4,15,0,1
49,100,0.49,10,16,0.625,15,22,0.682,18,47,29,6,5,14,26,43,86,0.5,8,22,0.364,37,40,0.925,11,41,21,12,7,11,19,0,1
45,77,0.584,6,14,0.429,24,35,0.686,6,34,18,12,10,16,25,41,82,0.5,13,30,0.433,21,26,0.808,7,35,27,9,6,19,25,1,1
32,75,0.427,8,16,0.5,23,28,0.821,11,48,20,7,5,13,18,33,84,0.393,3,14,0.214,16,24,0.667,16,47,19,10,6,16,18,1,1
37,77,0.481,3,12,0.25,21,30,0.7,10,35,23,6,5,15,18,49,90,0.544,9,20,0.45,16,20,0.8,13,44,32,11,5,13,20,0,0
46,102,0.451,6,16,0.375,8,14,0.571,17,43,28,9,3,10,19,46,83,0.554,5,19,0.263,20,20,1,7,45,27,5,10,15,11,0,1
37,80,0.463,4,9,0.444,18,29,0.621,15,43,24,11,4,15,20,35,84,0.417,14,44,0.318,11,16,0.688,16,42,27,6,5,16,21,1,0
32,80,0.4,3,13,0.231,21,30,0.7,14,42,19,7,4,11,16,39,84,0.464,7,24,0.292,15,18,0.833,12,43,25,5,7,11,21,0,1
43,93,0.462,3,13,0.231,17,28,0.607,14,40,28,11,9,5,19,35,85,0.412,12,29,0.414,19,24,0.792,20,57,22,3,8,17,25,1,0
38,72,0.528,1,8,0.125,24,34,0.706,10,47,23,10,2,27,21,38,84,0.452,12,27,0.444,18,24,0.75,9,30,27,18,4,16,26,0,1
40,96,0.417,3,10,0.3,25,37,0.676,21,60,19,9,13,16,14,43,100,0.43,9,30,0.3,6,6,1,7,43,29,5,9,17,25,1,0
39,72,0.542,5,12,0.417,22,26,0.846,6,46,23,3,11,15,15,33,87,0.379,9,36,0.25,17,22,0.773,13,35,27,8,2,5,20,1,1
36,74,0.486,5,12,0.417,14,16,0.875,7,39,19,6,4,17,19,27,74,0.365,5,22,0.227,20,26,0.769,12,38,13,6,2,14,14,1,1
39,85,0.459,3,14,0.214,17,22,0.773,14,48,30,7,10,15,17,38,94,0.404,15,44,0.341,11,16,0.688,15,42,27,10,10,11,21,0,1
39,74,0.527,6,15,0.4,15,18,0.833,6,43,20,3,6,18,20,43,94,0.457,17,31,0.548,13,17,0.765,12,41,33,10,4,8,17,0,1
38,77,0.494,5,13,0.385,26,31,0.839,11,45,22,5,7,12,23,33,80,0.413,13,24,0.542,21,29,0.724,12,39,22,6,4,11,22,1,0
29,79,0.367,1,16,0.063,24,27,0.889,16,46,17,8,3,14,16,38,80,0.475,10,28,0.357,17,20,0.85,9,37,28,7,5,11,23,0,1
38,80,0.475,2,12,0.167,25,28,0.893,13,40,18,10,5,19,20,37,74,0.5,7,18,0.389,26,32,0.813,8,34,27,12,9,17,23,0,0
42,84,0.5,8,20,0.4,12,17,0.706,10,37,27,11,5,15,27,39,86,0.453,9,26,0.346,24,30,0.8,18,53,21,7,3,16,17,0,1
38,86,0.442,5,14,0.357,14,24,0.583,12,43,23,7,4,13,18,39,85,0.459,11,31,0.355,18,25,0.72,10,49,25,6,7,15,23,0,1
30,71,0.423,7,14,0.5,14,21,0.667,7,41,9,12,7,20,17,30,77,0.39,8,27,0.296,16,23,0.696,12,45,13,15,8,15,18,0,1
45,88,0.511,7,19,0.368,15,23,0.652,11,38,25,5,6,14,20,39,84,0.464,10,29,0.345,23,24,0.958,13,44,28,11,2,18,23,1,0
36,82,0.439,4,14,0.286,23,32,0.719,15,58,24,10,4,18,19,34,88,0.386,6,32,0.188,18,24,0.75,9,38,25,8,6,14,24,1,0
36,81,0.444,7,19,0.368,16,21,0.762,12,47,22,7,11,22,17,37,86,0.43,9,31,0.29,15,18,0.833,8,37,13,13,6,17,16,0,0
46,104,0.442,3,17,0.176,22,32,0.688,17,65,23,12,10,17,21,44,106,0.415,9,41,0.22,12,18,0.667,10,49,31,11,8,16,27,1,1
44,86,0.512,5,16,0.313,15,25,0.6,7,44,32,10,8,8,27,28,76,0.368,12,29,0.414,33,43,0.767,11,46,18,7,2,17,24,1,0
42,87,0.483,4,15,0.267,19,25,0.76,7,35,26,9,7,14,27,41,84,0.488,5,23,0.217,25,33,0.758,9,42,21,9,3,16,21,0,1
38,78,0.487,7,12,0.583,8,12,0.667,12,44,21,3,7,21,23,37,88,0.42,12,30,0.4,16,24,0.667,17,46,24,13,2,10,18,0,0
48,81,0.593,8,15,0.533,24,33,0.727,10,42,30,12,4,17,24,41,87,0.471,15,36,0.417,24,35,0.686,16,41,30,12,1,16,24,1,0
34,76,0.447,3,14,0.214,28,32,0.875,6,37,14,8,1,12,21,38,80,0.475,10,20,0.5,18,26,0.692,12,49,28,7,6,14,23,0,0
43,83,0.518,14,24,0.583,16,20,0.8,9,37,24,13,6,18,19,42,87,0.483,7,22,0.318,10,14,0.714,15,43,25,9,5,25,22,1,0
34,90,0.378,3,19,0.158,25,30,0.833,14,43,22,17,6,10,24,32,76,0.421,7,25,0.28,33,43,0.767,14,55,27,5,8,21,23,0,0
36,91,0.396,7,18,0.389,11,17,0.647,18,48,24,7,5,11,19,39,78,0.5,10,25,0.4,12,15,0.8,6,44,35,5,11,18,18,0,1
42,80,0.525,4,8,0.5,26,37,0.703,12,34,27,7,0,13,19,42,80,0.525,6,15,0.4,18,19,0.947,10,39,23,6,8,15,24,1,0
40,81,0.494,4,13,0.308,19,24,0.792,5,42,22,11,6,14,16,35,89,0.393,6,29,0.207,16,21,0.762,11,47,19,7,4,16,19,1,0
45,89,0.506,6,14,0.429,13,21,0.619,15,41,27,13,3,9,12,39,70,0.557,12,27,0.444,10,13,0.769,3,31,25,3,6,20,18,1,1
34,77,0.442,2,13,0.154,19,26,0.731,10,37,18,8,3,7,16,39,83,0.47,14,30,0.467,15,17,0.882,13,48,27,4,8,9,23,0,0
37,75,0.493,5,19,0.263,17,25,0.68,9,44,21,7,17,12,15,34,92,0.37,3,13,0.231,15,17,0.882,18,47,16,8,3,15,19,1,0
34,65,0.523,3,8,0.375,14,17,0.824,2,27,21,10,10,13,11,34,83,0.41,13,38,0.342,13,14,0.929,16,44,24,8,4,17,13,0,0
41,76,0.539,5,9,0.556,4,7,0.571,5,40,23,5,7,13,20,35,85,0.412,9,33,0.273,13,17,0.765,10,39,18,6,3,12,14,0,1
43,80,0.538,7,16,0.438,11,15,0.733,10,31,23,8,4,14,24,40,83,0.482,10,34,0.294,23,27,0.852,17,42,29,6,8,12,17,0,1
35,84,0.417,3,13,0.231,17,26,0.654,16,49,16,4,9,15,16,41,97,0.423,5,32,0.156,14,17,0.824,17,45,26,10,6,11,21,0,1
37,84,0.44,4,15,0.267,13,15,0.867,9,37,26,6,3,9,16,41,74,0.554,16,29,0.552,17,21,0.81,5,35,30,6,8,8,11,0,0
37,77,0.481,6,15,0.4,25,34,0.735,9,38,21,13,9,13,23,38,84,0.452,5,24,0.208,13,17,0.765,15,49,23,6,4,22,23,1,0
47,86,0.547,4,17,0.235,15,25,0.6,9,40,31,14,6,16,15,46,86,0.535,8,24,0.333,10,12,0.833,4,37,34,13,8,20,22,1,0
40,85,0.471,2,7,0.286,16,20,0.8,15,44,28,6,7,14,17,39,74,0.527,7,26,0.269,17,22,0.773,6,34,30,10,4,11,16,0,0
35,88,0.398,4,16,0.25,6,12,0.5,12,41,20,7,1,10,14,41,75,0.547,18,36,0.5,9,10,0.9,2,41,30,4,8,16,14,0,0
41,84,0.488,7,17,0.412,20,29,0.69,7,38,30,10,5,19,27,44,78,0.564,6,14,0.429,30,38,0.789,4,34,35,6,9,14,23,0,1
40,87,0.46,7,23,0.304,22,24,0.917,8,53,26,10,8,19,19,39,96,0.406,13,46,0.283,17,25,0.68,13,45,24,12,6,13,19,1,1
41,78,0.526,3,15,0.2,13,19,0.684,13,45,18,6,7,23,20,41,84,0.488,7,23,0.304,18,28,0.643,12,36,28,19,10,10,15,0,1
37,87,0.425,7,23,0.304,11,13,0.846,7,43,23,8,3,15,15,39,90,0.433,11,24,0.458,8,10,0.8,12,48,28,8,3,17,14,0,0
42,86,0.488,7,19,0.368,21,22,0.955,11,45,21,7,4,19,19,45,93,0.484,5,15,0.333,11,13,0.846,7,36,22,11,9,13,18,1,0
50,110,0.455,8,27,0.296,31,38,0.816,22,62,19,8,9,20,28,47,106,0.443,12,33,0.364,30,38,0.789,14,49,25,10,10,16,31,1,1
45,86,0.523,13,25,0.52,14,18,0.778,13,50,32,9,10,19,23,35,92,0.38,9,26,0.346,14,19,0.737,14,35,20,8,3,13,17,1,0
40,84,0.476,10,23,0.435,15,22,0.682,14,55,17,7,9,24,24,41,89,0.461,9,29,0.31,19,29,0.655,7,34,22,18,7,12,22,0,1
39,82,0.476,8,23,0.348,12,14,0.857,11,41,26,8,10,19,29,33,79,0.418,5,14,0.357,32,39,0.821,12,45,12,14,3,14,16,0,0
38,84,0.452,5,13,0.385,17,20,0.85,9,44,21,2,8,9,18,40,90,0.444,7,18,0.389,17,21,0.81,11,47,20,3,7,6,17,0,1
49,94,0.521,4,20,0.2,22,30,0.733,17,52,26,14,8,15,25,38,84,0.452,7,16,0.438,20,26,0.769,7,33,18,7,1,23,25,1,0
44,86,0.512,15,23,0.652,22,29,0.759,10,53,27,4,2,12,22,38,97,0.392,5,24,0.208,20,26,0.769,12,41,17,8,5,8,22,1,1
39,97,0.402,8,25,0.32,16,21,0.762,16,55,20,9,13,13,19,30,86,0.349,5,17,0.294,20,28,0.714,12,43,16,11,7,17,17,1,0
28,77,0.364,6,25,0.24,23,29,0.793,10,34,18,10,6,18,20,39,82,0.476,9,23,0.391,13,20,0.65,12,47,25,12,7,18,26,0,0
41,81,0.506,10,24,0.417,22,31,0.71,12,44,22,7,6,19,28,37,84,0.44,12,17,0.706,36,39,0.923,12,34,23,11,4,10,22,0,1
38,85,0.447,7,17,0.412,27,40,0.675,16,50,19,6,4,14,16,43,95,0.453,8,32,0.25,9,9,1,10,40,21,8,4,11,25,1,0
35,92,0.38,3,29,0.103,17,23,0.739,21,49,12,9,4,14,19,33,72,0.458,12,20,0.6,15,23,0.652,6,36,23,10,5,20,20,0,0
47,90,0.522,9,22,0.409,14,18,0.778,14,41,25,8,6,16,23,44,83,0.53,10,19,0.526,16,28,0.571,9,36,26,8,4,17,17,1,0
42,77,0.545,11,27,0.407,16,18,0.889,6,36,22,12,10,16,31,28,73,0.384,5,19,0.263,28,40,0.7,13,41,15,11,3,21,18,1,1
41,78,0.526,10,24,0.417,18,21,0.857,4,42,26,11,7,19,11,43,94,0.457,3,13,0.231,10,12,0.833,11,45,20,10,3,17,19,1,0
37,79,0.468,7,24,0.292,22,26,0.846,12,58,19,2,9,18,19,31,90,0.344,9,29,0.31,16,20,0.8,13,38,17,9,1,8,21,1,0
37,93,0.398,7,19,0.368,19,22,0.864,13,48,19,8,8,11,19,39,90,0.433,10,28,0.357,18,20,0.9,14,51,23,9,8,12,15,0,1
35,79,0.443,4,16,0.25,21,24,0.875,9,44,15,5,1,15,18,40,81,0.494,3,13,0.231,14,24,0.583,6,35,25,10,3,9,14,0,1
35,86,0.407,6,22,0.273,22,31,0.71,19,62,18,8,6,21,22,35,88,0.398,7,24,0.292,18,30,0.6,13,41,20,11,5,14,20,1,0
47,84,0.56,13,26,0.5,18,23,0.783,10,46,31,11,3,12,17,33,81,0.407,3,14,0.214,19,22,0.864,11,33,14,6,4,15,17,1,1
39,80,0.488,9,17,0.529,20,26,0.769,10,52,24,6,2,14,16,35,78,0.449,10,28,0.357,14,23,0.609,5,34,21,9,7,9,19,1,0
37,79,0.468,6,17,0.353,14,16,0.875,11,45,14,4,2,13,19,33,78,0.423,8,28,0.286,16,24,0.667,11,39,17,7,4,11,16,1,1
35,79,0.443,7,21,0.333,27,30,0.9,8,42,18,7,13,10,18,39,94,0.415,8,22,0.364,12,20,0.6,16,44,14,6,2,11,24,1,0
38,79,0.481,2,14,0.143,28,37,0.757,14,51,13,6,8,18,20,32,92,0.348,11,26,0.423,15,18,0.833,17,47,13,6,3,18,28,1,0
35,74,0.473,6,20,0.3,24,28,0.857,9,36,23,7,7,12,20,41,88,0.466,12,29,0.414,10,13,0.769,16,42,29,6,1,16,22,0,1
46,84,0.548,9,19,0.474,17,25,0.68,12,56,28,6,3,15,14,30,86,0.349,8,28,0.286,10,17,0.588,8,32,14,10,2,14,20,1,0
40,85,0.471,4,17,0.235,16,20,0.8,10,44,21,10,4,11,16,41,87,0.471,7,22,0.318,10,14,0.714,10,45,21,7,3,13,15,1,1
51,95,0.537,5,19,0.263,13,17,0.765,19,61,23,7,13,15,17,32,89,0.36,7,25,0.28,14,22,0.636,12,35,19,6,5,10,18,1,1
37,96,0.385,6,24,0.25,16,23,0.696,18,48,20,12,3,13,15,40,92,0.435,7,18,0.389,18,20,0.9,16,53,22,8,6,16,19,0,0
48,83,0.578,8,15,0.533,18,21,0.857,13,43,27,5,5,14,17,46,94,0.489,9,25,0.36,11,15,0.733,17,37,24,6,2,10,18,1,0
43,86,0.5,8,22,0.364,37,40,0.925,11,41,21,12,7,11,19,49,100,0.49,10,16,0.625,15,22,0.682,18,47,29,6,5,14,26,1,0
42,80,0.525,7,21,0.333,19,24,0.792,12,37,29,12,5,13,14,43,82,0.524,8,20,0.4,12,13,0.923,11,37,24,10,3,16,24,1,0
35,79,0.443,9,23,0.391,30,37,0.811,10,53,20,2,15,12,27,29,84,0.345,6,22,0.273,26,34,0.765,7,34,18,7,7,4,27,1,1
39,89,0.438,10,29,0.345,16,23,0.696,11,39,23,7,9,15,27,40,89,0.449,7,17,0.412,29,39,0.744,13,48,26,7,8,15,14,0,0
38,83,0.458,8,17,0.471,28,33,0.848,13,52,20,3,6,15,23,35,90,0.389,7,21,0.333,17,24,0.708,9,39,21,9,4,8,24,1,0
45,89,0.506,5,17,0.294,22,26,0.846,16,45,17,8,3,13,15,40,84,0.476,9,26,0.346,24,25,0.96,10,34,19,9,5,11,22,1,1
37,76,0.487,10,21,0.476,26,36,0.722,8,42,23,8,6,19,16,42,100,0.42,19,44,0.432,12,14,0.857,20,52,27,7,4,16,28,0,1
